customer_id,recence,frequence,montant,panier_moyen,anciennete,R,F,M,score_rfm,segment,country,declared_preference,age_bracket,life_stage,urban_density
12613,57,10,8826.63,882.6629999999999,725,4,5,5,455,Champions,Germany,,,,
12614,278,1,742.59,742.59,278,3,1,5,315,Clients moyens,Germany,,,,
12615,2,8,8627.72,1078.465,631,5,5,5,555,Champions,United Kingdom,,18-24 ans,,Périurbain
12616,95,3,1356.55,452.18333333333334,389,4,3,5,435,Potentiels fidèles,United Kingdom,,,,
12617,29,1,1598.25,1598.25,29,5,1,5,515,Nouveaux prometteurs,United Kingdom,Peau mixte,55 ans et plus,Parent de jeunes enfants,
12618,22,1,340.69,340.69,22,5,1,4,514,Nouveaux prometteurs,Italy,Peau sèche,,Sans enfants,Zone urbaine dense
12619,16,9,2971.1400000000003,330.1266666666667,560,5,5,5,555,Champions,Germany,,18-24 ans,,
12620,15,3,3056.59,1018.8633333333333,205,5,3,5,535,Potentiels fidèles,United Kingdom,,,Famille avec adolescents,
12621,2,35,23028.64,657.9611428571428,669,5,5,5,555,Champions,Germany,,,,
12622,232,1,286.92,286.92,232,3,1,3,313,Clients moyens,Germany,,,,
12623,276,7,4725.4400000000005,675.0628571428572,697,3,5,5,355,Fidèles,Germany,,,,
12624,106,2,1312.6,656.3,178,4,2,5,425,Nouveaux prometteurs,United Kingdom,,,,Zone rurale
12625,212,4,6166.79,1541.6975,597,3,4,5,345,Fidèles,Germany,Recherche vegan,,,
12626,23,9,8399.15,933.2388888888888,327,5,5,5,555,Champions,Germany,,,Sans enfants,
12627,11,7,7128.8099999999995,1018.4014285714285,140,5,5,5,555,Champions,Germany,Sans parfum,55 ans et plus,,
12628,4,3,844.02,281.34,65,5,3,5,535,Potentiels fidèles,Germany,,25-34 ans,Parent de jeunes enfants,
12629,386,2,1329.8899999999999,664.9449999999999,423,2,2,5,225,Hibernants,Sweden,,,,
12630,10,2,2099.42,1049.71,44,5,2,5,525,Nouveaux prometteurs,Finland,,45-54 ans,,Périurbain
12631,57,6,5636.29,939.3816666666667,693,4,4,5,445,Champions,Finland,,18-24 ans,,Zone urbaine dense
12632,521,2,784.65,392.325,565,2,2,5,225,Hibernants,Germany,,35-44 ans,,Périurbain
12633,59,7,8520.94,1217.277142857143,526,4,5,5,455,Champions,Germany,,45-54 ans,Jeune actif en solo,
12634,536,2,710.23,355.115,548,2,2,5,225,Hibernants,USA,Recherche vegan,18-24 ans,,
12635,90,4,5361.42,1340.355,457,4,4,5,445,Champions,Germany,,,,
12636,739,1,4.75,4.75,739,1,1,1,111,Perdus,,,,,
12637,67,12,18919.9,1576.6583333333335,543,4,5,5,455,Champions,United Kingdom,Peau sèche,,,Périurbain
12638,33,2,1683.92,841.96,640,5,2,5,525,Nouveaux prometteurs,Sweden,,,,
12639,239,3,2140.19,713.3966666666666,628,3,3,5,335,Potentiels fidèles,Sweden,Anti-imperfections,35-44 ans,Famille avec adolescents,
12640,24,3,1654.98,551.66,82,5,3,5,535,Potentiels fidèles,United Kingdom,Sans parfum,35-44 ans,,
12641,115,1,276.44,276.44,115,4,1,3,413,Nouveaux prometteurs,Sweden,,,,
12642,25,3,1290.73,430.24333333333334,108,5,3,5,535,Potentiels fidèles,Germany,,55 ans et plus,,
12643,128,12,1431.4,119.28333333333335,611,4,5,5,455,Champions,United Kingdom,Peau sensible,35-44 ans,,
12644,130,4,3324.28,831.07,694,4,4,5,445,Champions,Germany,,45-54 ans,,
12645,34,8,4015.84,501.98,669,5,5,5,555,Champions,Germany,,,Sans enfants,
12646,5,2,1689.78,844.89,49,5,2,5,525,Nouveaux prometteurs,USA,,,Retraité(e),
12647,22,36,16137.31,448.2586111111111,695,5,5,5,555,Champions,Germany,,,Parent de jeunes enfants,Zone urbaine dense
12648,155,4,2443.44,610.86,701,3,4,5,345,Fidèles,Germany,,18-24 ans,,
12649,107,8,3388.57,423.57125,696,4,5,5,455,Champions,Germany,Recherche vegan,35-44 ans,,Périurbain
12650,3,1,527.02,527.02,3,5,1,4,514,Nouveaux prometteurs,United Kingdom,,25-34 ans,,
12651,335,4,759.28,189.82,465,2,4,5,245,À risque,United Kingdom,Anti-âge,,,Périurbain
12652,331,2,1255.82,627.91,434,2,2,5,225,Hibernants,Germany,Peau sensible,18-24 ans,Sans enfants,
12653,149,3,2627.09,875.6966666666667,527,3,3,5,335,Potentiels fidèles,Israel,Peau mixte,35-44 ans,,
12654,11,5,1276.68,255.336,295,5,4,5,545,Champions,Germany,Anti-imperfections,,,
12655,424,1,685.91,685.91,424,2,1,5,215,Hibernants,United Kingdom,Anti-imperfections,,,
12656,17,8,7525.89,940.73625,563,5,5,5,555,Champions,United Kingdom,,25-34 ans,,
12657,11,4,843.13,210.7825,79,5,4,5,545,Champions,United Kingdom,,,,
12658,19,1,1121.09,1121.09,19,5,1,5,515,Nouveaux prometteurs,Germany,Anti-âge,55 ans et plus,,Zone rurale
12659,30,1,120.41,120.41,30,5,1,2,512,Nouveaux prometteurs,United Kingdom,,25-34 ans,Famille avec adolescents,
12660,11,1,261.82,261.82,11,5,1,3,513,Nouveaux prometteurs,United Kingdom,,,Retraité(e),
12661,436,1,285.72,285.72,436,2,1,3,213,Hibernants,Sweden,,,Famille avec adolescents,
12662,1,20,11301.09,565.0545,618,5,5,5,555,Champions,Germany,Peau sensible,,Retraité(e),
12663,625,2,352.85,176.425,668,1,2,4,124,Hibernants,Germany,,,,
12664,8,11,989.98,89.99818181818182,727,5,5,5,555,Champions,Finland,Peau mixte,25-34 ans,,
12665,325,3,243.68000000000004,81.22666666666667,669,2,3,3,233,À risque,Germany,Anti-imperfections,,,
12666,394,1,892.1999999999999,892.1999999999999,394,2,1,5,215,Hibernants,Israel,,,,
12667,58,1,1085.89,1085.89,58,4,1,5,415,Nouveaux prometteurs,Finland,Anti-imperfections,55 ans et plus,Parent de jeunes enfants,
12668,12,10,16225.06,1622.5059999999999,677,5,5,5,555,Champions,Germany,Peau sèche,,Sans enfants,
12669,151,2,3080.6899999999996,1540.3449999999998,257,3,2,5,325,Potentiels fidèles,United Kingdom,Peau sensible,,Retraité(e),
12670,10,7,3989.91,569.9871428571429,667,5,5,5,555,Champions,United Kingdom,Anti-imperfections,55 ans et plus,Retraité(e),
12671,606,1,1587.53,1587.53,606,1,1,5,115,Hibernants,Germany,,18-24 ans,,
12672,330,2,503.15000000000003,251.57500000000002,596,2,2,4,224,Hibernants,United Kingdom,,35-44 ans,,
12673,5,3,2227.04,742.3466666666667,402,5,3,5,535,Potentiels fidèles,Germany,Sans parfum,,,
12674,39,4,1809.27,452.3175,208,5,4,5,545,Champions,United Kingdom,,25-34 ans,,
12675,554,2,3630.6,1815.3,578,2,2,5,225,Hibernants,Italy,,,,Zone rurale
12676,25,11,3317.27,301.57,483,5,5,5,555,Champions,Sweden,Peau sèche,,,Zone urbaine dense
12677,555,2,404.82,202.41,666,2,2,4,224,Hibernants,United Kingdom,,18-24 ans,,
12678,42,21,11332.63,539.6490476190476,701,5,5,5,555,Champions,United Kingdom,,,,
12679,59,4,1375.09,343.7725,284,4,4,5,445,Champions,United Kingdom,,35-44 ans,Parent de jeunes enfants,
12680,0,4,1323.97,330.9925,113,5,4,5,545,Champions,United Kingdom,,35-44 ans,Retraité(e),
12681,15,45,44858.36,996.8524444444445,726,5,5,5,555,Champions,United Kingdom,,35-44 ans,,
12682,4,52,32712.920000000002,629.0946153846154,739,5,5,5,555,Champions,United Kingdom,,55 ans et plus,Parent de jeunes enfants,
12683,4,21,15536.02,739.8104761904763,726,5,5,5,555,Champions,United Kingdom,Anti-imperfections,,Famille avec adolescents,Périurbain
12684,8,6,3429.79,571.6316666666667,213,5,4,5,545,Champions,United Kingdom,,35-44 ans,,
12685,28,6,4672.54,778.7566666666667,94,5,4,5,545,Champions,United Kingdom,,,,
12686,372,1,305.56,305.56,372,2,1,3,213,Hibernants,United Kingdom,Peau mixte,,,Zone rurale
12687,481,2,4373.049999999999,2186.5249999999996,481,2,2,5,225,Hibernants,Sweden,,45-54 ans,,
12688,114,1,5450.02,5450.02,114,4,1,5,415,Nouveaux prometteurs,Israel,Peau sèche,18-24 ans,,
12689,26,2,2008.73,1004.365,128,5,2,5,525,Nouveaux prometteurs,United Kingdom,,,,
12690,206,1,326.5,326.5,206,3,1,3,313,Clients moyens,United Kingdom,,,Parent de jeunes enfants,Zone rurale
12691,28,7,737.28,105.32571428571428,421,5,5,5,555,Champions,United Kingdom,,,,
12692,637,1,505.31,505.31,637,1,1,4,114,Hibernants,United Kingdom,,,,Zone urbaine dense
12693,127,7,1995.4099999999999,285.0585714285714,522,4,5,5,455,Champions,Germany,,,,
12694,70,3,2271.33,757.11,421,4,3,5,435,Potentiels fidèles,United Kingdom,Peau mixte,,,
12695,7,7,2213.69,316.24142857142857,665,5,5,5,555,Champions,United Kingdom,,18-24 ans,,
12696,435,2,1271.35,635.675,509,2,2,5,225,Hibernants,Finland,,,,
12697,29,3,1326.97,442.3233333333333,169,5,3,5,535,Potentiels fidèles,Sweden,,,Famille avec adolescents,
12698,590,1,339.62,339.62,590,1,1,4,114,Hibernants,Germany,Peau sèche,,Famille avec adolescents,
12699,418,1,1406.28,1406.28,418,2,1,5,215,Hibernants,Germany,,45-54 ans,,Zone urbaine dense
12700,8,4,9457.91,2364.4775,215,5,4,5,545,Champions,United Kingdom,Sans parfum,25-34 ans,,
12701,80,6,4287.360000000001,714.5600000000001,633,4,4,5,445,Champions,Germany,,,Retraité(e),
12702,20,1,343.54,343.54,20,5,1,4,514,Nouveaux prometteurs,Germany,Peau sèche,,,
12703,71,4,2025.08,506.27,685,4,4,5,445,Champions,Germany,Peau mixte,,,
12704,7,8,3063.16,382.895,170,5,5,5,555,Champions,Finland,,,,
12705,15,14,19452.99,1389.4992857142859,534,5,5,5,555,Champions,Germany,Peau sensible,25-34 ans,,
12707,292,1,974.6,974.6,292,3,1,5,315,Clients moyens,United Kingdom,Anti-imperfections,,,
12708,30,18,7805.3,433.6277777777778,722,5,5,5,555,Champions,Germany,,45-54 ans,,
12709,15,34,12283.23,361.2714705882353,730,5,5,5,555,Champions,Germany,,,,
12710,97,3,2110.75,703.5833333333334,201,4,3,5,435,Potentiels fidèles,Germany,Sans parfum,18-24 ans,,
12711,612,2,1744.8899999999999,872.4449999999999,677,1,2,5,125,Hibernants,Germany,Sans parfum,18-24 ans,,
12712,29,21,7432.9800000000005,353.9514285714286,731,5,5,5,555,Champions,Germany,Anti-âge,,,
12713,1,1,936.09,936.09,1,5,1,5,515,Nouveaux prometteurs,Germany,Peau mixte,35-44 ans,,
12714,9,12,20746.51,1728.8758333333333,736,5,5,5,555,Champions,United Kingdom,Peau sèche,,,
12715,106,1,659.75,659.75,106,4,1,4,414,Nouveaux prometteurs,Sweden,Anti-imperfections,,,
12716,4,2,2144.76,1072.38,133,5,2,5,525,Nouveaux prometteurs,United Kingdom,Peau sensible,,,
12717,151,3,2216.01,738.6700000000001,590,3,3,5,335,Potentiels fidèles,Greece,,,Famille avec adolescents,
12718,71,1,523.88,523.88,71,4,1,4,414,Nouveaux prometteurs,United Kingdom,Sans parfum,55 ans et plus,,
12719,5,2,960.1,480.05,65,5,2,5,525,Nouveaux prometteurs,United Kingdom,Peau sèche,25-34 ans,Jeune actif en solo,
12720,3,30,14859.25,495.30833333333334,507,5,5,5,555,Champions,Germany,,,,
12721,32,8,7581.7,947.7125,472,5,5,5,555,Champions,United Kingdom,,55 ans et plus,,
12722,85,4,1167.92,291.98,151,4,4,5,445,Champions,United Kingdom,,,,
12723,4,5,2037.18,407.43600000000004,65,5,4,5,545,Champions,United Kingdom,Peau sèche,18-24 ans,,Zone urbaine dense
12724,5,7,3566.31,509.47285714285715,535,5,5,5,555,Champions,United Kingdom,,,,
12725,371,4,3807.3599999999997,951.8399999999999,584,2,4,5,245,À risque,Italy,,,,
12726,28,11,4581.99,416.5445454545454,624,5,5,5,555,Champions,United Kingdom,,25-34 ans,,
12727,11,10,6318.47,631.847,655,5,5,5,555,Champions,United Kingdom,,,,
12728,71,5,1532.04,306.408,384,4,4,5,445,Champions,United Kingdom,,55 ans et plus,,Périurbain
12729,114,1,783.37,783.37,114,4,1,5,415,Nouveaux prometteurs,United Kingdom,,,,
12730,522,1,1248.51,1248.51,522,2,1,5,215,Hibernants,Germany,Peau sèche,55 ans et plus,,
12731,24,17,12257.84,721.0494117647058,648,5,5,5,555,Champions,United Kingdom,Peau mixte,,,
12732,180,1,256.51,256.51,180,3,1,3,313,Clients moyens,United Kingdom,,55 ans et plus,,
12733,234,4,4569.38,1142.345,689,3,4,5,345,Fidèles,USA,,55 ans et plus,Famille avec adolescents,
12734,353,3,602.22,200.74,392,2,3,4,234,À risque,United Kingdom,,,,
12735,315,2,1259.52,629.76,337,2,2,5,225,Hibernants,United Kingdom,Sans parfum,18-24 ans,,
12736,333,1,63.010000000000005,63.010000000000005,333,2,1,1,211,Hibernants,United Kingdom,,,,Zone urbaine dense
12737,499,1,1.52,1.52,499,2,1,1,211,Hibernants,,,,,
12738,372,1,634.8199999999999,634.8199999999999,372,2,1,4,214,Hibernants,Germany,Peau sensible,,,
12739,78,4,2340.7000000000003,585.1750000000001,394,4,4,5,445,Champions,United Arab Emirates,Anti-âge,55 ans et plus,,
12740,64,1,647.24,647.24,64,4,1,4,414,Nouveaux prometteurs,United Kingdom,,,Retraité(e),
12741,529,2,359.03,179.515,533,2,2,4,224,Hibernants,USA,Peau sensible,,,
12742,626,1,2097.5099999999998,2097.5099999999998,626,1,1,5,115,Hibernants,United Arab Emirates,,,Retraité(e),
12743,134,2,3818.87,1909.435,134,4,2,5,425,Nouveaux prometteurs,Unspecified,,,,Périurbain
12744,56,8,10674.43,1334.30375,591,5,5,5,555,Champions,Singapore,Anti-âge,,,
12745,487,3,937.09,312.36333333333334,682,2,3,5,235,À risque,France,,,Parent de jeunes enfants,Zone rurale
12746,541,1,400.1,400.1,541,2,1,4,214,Hibernants,France,,55 ans et plus,Parent de jeunes enfants,
12747,2,26,8430.66,324.25615384615384,732,5,5,5,555,Champions,France,,,Parent de jeunes enfants,
12748,1,325,228821.42,704.0659076923077,735,5,5,5,555,Champions,France,,35-44 ans,Jeune actif en solo,
12749,4,9,7838.820000000001,870.98,521,5,5,5,555,Champions,France,,25-34 ans,,Zone urbaine dense
12750,129,1,479.77,479.77,129,4,1,4,414,Nouveaux prometteurs,Poland,,,,
12751,445,1,2393.82,2393.82,445,2,1,5,215,Hibernants,Brazil,,18-24 ans,Famille avec adolescents,
12752,81,1,1572.53,1572.53,81,4,1,5,415,Nouveaux prometteurs,Norway,Peau sèche,,,
12753,23,6,5203.6900000000005,867.2816666666668,363,5,4,5,545,Champions,Japan,,,,
12754,236,3,1679.96,559.9866666666667,309,3,3,5,335,Potentiels fidèles,Japan,Peau sèche,,,
12755,281,11,173.90999999999983,15.809999999999985,694,3,5,3,353,Fidèles,Japan,Recherche vegan,,,
12756,87,1,107.86,107.86,87,4,1,2,412,Nouveaux prometteurs,Japan,,,,
12757,16,9,11406.84,1267.4266666666667,211,5,5,5,555,Champions,Portugal,Peau mixte,35-44 ans,,
12758,117,7,10046.95,1435.2785714285715,738,4,5,5,455,Champions,Portugal,,,Famille avec adolescents,
12759,52,8,9822.76,1227.845,736,5,5,5,555,Champions,Netherlands,Peau sensible,,,Périurbain
12760,456,1,840.34,840.34,456,2,1,5,215,Hibernants,Netherlands,,,,
12761,465,1,922.93,922.93,465,2,1,5,215,Hibernants,Netherlands,,55 ans et plus,,
12762,8,2,2360.72,1180.36,25,5,2,5,525,Nouveaux prometteurs,Portugal,Anti-imperfections,,,
12763,138,2,1411.38,705.69,369,3,2,5,325,Potentiels fidèles,Japan,,35-44 ans,,
12764,317,1,1369.01,1369.01,317,2,1,5,215,Hibernants,Lebanon,,35-44 ans,,
12765,472,6,1689.87,281.645,642,2,4,5,245,À risque,Netherlands,Anti-imperfections,,,
12766,4,9,14685.69,1631.7433333333333,408,5,5,5,555,Champions,Portugal,Anti-âge,,,Zone rurale
12767,376,1,1301.26,1301.26,376,2,1,5,215,Hibernants,Korea,,45-54 ans,,
12768,451,1,-6.6299999999999955,-6.6299999999999955,451,2,1,1,211,Hibernants,Korea,Peau sèche,,,Zone urbaine dense
12769,239,1,914.25,914.25,239,3,1,5,315,Clients moyens,Brazil,,35-44 ans,,Périurbain
12770,211,2,692.63,346.315,457,3,2,5,325,Potentiels fidèles,Japan,,,,
12771,486,1,458.57,458.57,486,2,1,4,214,Hibernants,Portugal,Sans parfum,25-34 ans,,
12772,60,1,1780.24,1780.24,60,4,1,5,415,Nouveaux prometteurs,Portugal,,25-34 ans,,
12773,564,1,116.26000000000002,116.26000000000002,564,1,1,2,112,Perdus,Portugal,Peau sèche,,,
12774,536,1,172.01999999999998,172.01999999999998,536,2,1,2,212,Hibernants,Netherlands,,,Famille avec adolescents,
12775,17,7,2379.98,339.9971428571429,409,5,5,5,555,Champions,Netherlands,,,,
12776,668,1,116.74,116.74,668,1,1,2,112,Perdus,Portugal,Peau mixte,,,
12777,458,1,957.79,957.79,458,2,1,5,215,Hibernants,France,,45-54 ans,Jeune actif en solo,
12778,20,9,3126.29,347.36555555555555,603,5,5,5,555,Champions,Netherlands,,,,
12779,38,14,8670.73,619.3378571428572,737,5,5,5,555,Champions,Poland,,,,
12780,599,1,623.73,623.73,599,1,1,4,114,Hibernants,Netherlands,Sans parfum,18-24 ans,,
12781,64,2,668.08,334.04,285,4,2,4,424,Nouveaux prometteurs,Czech Republic,Recherche vegan,,,
12782,5,11,6847.3,622.4818181818182,519,5,5,5,555,Champions,Portugal,,,Sans enfants,Zone urbaine dense
12783,2,4,2399.2400000000002,599.8100000000001,75,5,4,5,545,Champions,Portugal,,25-34 ans,Famille avec adolescents,
12784,9,3,4181.04,1393.68,529,5,3,5,535,Potentiels fidèles,Portugal,,,Sans enfants,
12785,364,3,1743.3,581.1,731,2,3,5,235,À risque,Portugal,,,,
12786,610,1,761.99,761.99,610,1,1,5,115,Hibernants,Netherlands,,,,
12787,10,4,1418.6000000000001,354.65000000000003,413,5,4,5,545,Champions,Netherlands,,,,Zone rurale
12788,463,4,688.26,172.065,528,2,4,5,245,À risque,Netherlands,Anti-imperfections,35-44 ans,,
12789,65,3,122.53999999999999,40.846666666666664,694,4,3,2,432,Potentiels fidèles,Netherlands,,35-44 ans,Sans enfants,
12790,192,2,1119.18,559.59,410,3,2,5,325,Potentiels fidèles,Netherlands,Peau sensible,,,Périurbain
12791,374,5,896.35,179.27,624,2,4,5,245,À risque,Netherlands,Anti-imperfections,,Parent de jeunes enfants,
12792,257,2,1393.8500000000001,696.9250000000001,535,3,2,5,325,Potentiels fidèles,Portugal,Recherche vegan,,,
12793,335,3,1667.46,555.82,401,2,3,5,235,À risque,Portugal,,18-24 ans,,
12794,53,2,1683.5,841.75,99,5,2,5,525,Nouveaux prometteurs,Portugal,,,,
12795,19,1,493.3,493.3,19,5,1,4,514,Nouveaux prometteurs,Portugal,Peau mixte,35-44 ans,,
12796,628,1,205.48999999999998,205.48999999999998,628,1,1,3,113,Hibernants,Netherlands,Sans parfum,,,
12797,366,2,1155.7800000000002,577.8900000000001,424,2,2,5,225,Hibernants,Portugal,Peau sensible,,,
12798,10,4,1018.13,254.5325,422,5,4,5,545,Champions,Japan,Sans parfum,,,Périurbain
12799,529,1,443.69,443.69,529,2,1,4,214,Hibernants,Japan,Peau sèche,,,
12800,470,3,1087.82,362.6066666666666,677,2,3,5,235,À risque,Portugal,,,,
12801,501,1,1345.3600000000001,1345.3600000000001,501,2,1,5,215,Hibernants,Sweden,,,Sans enfants,
12802,187,5,3403.81,680.762,564,3,4,5,345,Fidèles,Netherlands,Anti-âge,,,
12803,393,1,1412.39,1412.39,393,2,1,5,215,Hibernants,Netherlands,,,,
12804,466,2,1946.16,973.08,500,2,2,5,225,Hibernants,Netherlands,,,,
12805,382,4,1503.67,375.9175,675,2,4,5,245,À risque,Netherlands,,25-34 ans,,
12806,435,3,1993.3700000000001,664.4566666666667,589,2,3,5,235,À risque,Netherlands,Peau sèche,,,
12807,383,1,455.90000000000003,455.90000000000003,383,2,1,4,214,Hibernants,Sweden,Recherche vegan,35-44 ans,,
12808,37,5,1828.02,365.604,463,5,4,5,545,Champions,Portugal,Peau mixte,,,
12809,178,3,2537.2,845.7333333333332,647,3,3,5,335,Potentiels fidèles,Portugal,Peau sensible,,,
12810,535,2,939.05,469.525,677,2,2,5,225,Hibernants,Japan,,,,Zone rurale
12811,261,5,1456.15,291.23,428,3,4,5,345,Fidèles,Portugal,,45-54 ans,Parent de jeunes enfants,Zone urbaine dense
12812,45,1,544.41,544.41,45,5,1,4,514,Nouveaux prometteurs,Japan,,,,
12813,502,3,1364.8200000000002,454.94000000000005,693,2,3,5,235,À risque,Netherlands,,45-54 ans,,Zone urbaine dense
12814,102,1,13.280000000000001,13.280000000000001,102,4,1,1,411,Nouveaux prometteurs,Poland,Recherche vegan,,,
12815,148,2,1469.58,734.79,198,3,2,5,325,Potentiels fidèles,Poland,,,,
12816,96,2,917.88,458.94,176,4,2,5,425,Nouveaux prometteurs,Poland,,,Sans enfants,
12817,281,3,440.1,146.70000000000002,435,3,3,4,334,Potentiels fidèles,Austria,Anti-imperfections,25-34 ans,,
12818,262,1,315.32,315.32,262,3,1,3,313,Clients moyens,Austria,,18-24 ans,,
12819,458,1,544.96,544.96,458,2,1,4,214,Hibernants,France,Recherche vegan,,,
12820,3,11,4835.32,439.57454545454544,734,5,5,5,555,Champions,France,,25-34 ans,,
12821,214,2,571.57,285.785,611,3,2,4,324,Potentiels fidèles,France,Recherche vegan,35-44 ans,,
12822,71,2,1432.5,716.25,87,4,2,5,425,Nouveaux prometteurs,France,,,,
12823,75,18,1354.35,75.24166666666666,679,4,5,5,455,Champions,France,,,,
12824,60,1,832.08,832.08,60,4,1,5,415,Nouveaux prometteurs,France,,,,
12825,521,2,1011.36,505.68,642,2,2,5,225,Hibernants,France,,,Sans enfants,Périurbain
12826,3,12,5055.19,421.2658333333333,722,5,5,5,555,Champions,France,,,,
12827,6,3,786.62,262.20666666666665,44,5,3,5,535,Potentiels fidèles,France,,35-44 ans,Retraité(e),
12828,3,6,1528.6299999999999,254.77166666666665,130,5,4,5,545,Champions,France,,45-54 ans,Famille avec adolescents,
12829,337,3,477.34,159.11333333333332,550,2,3,4,234,À risque,France,Recherche vegan,,Sans enfants,
12830,38,6,1228.67,204.77833333333334,172,5,4,5,545,Champions,France,,,,Périurbain
12831,262,3,629.55,209.85,463,3,3,4,334,Potentiels fidèles,France,,,,
12832,32,2,919.83,459.915,98,5,2,5,525,Nouveaux prometteurs,France,,45-54 ans,Famille avec adolescents,
12833,145,1,740.86,740.86,145,3,1,5,315,Clients moyens,France,Peau sensible,,,Zone rurale
12834,283,1,557.47,557.47,283,3,1,4,314,Clients moyens,France,,,,Zone urbaine dense
12835,428,41,16620.079999999998,405.36780487804873,737,2,5,5,255,À risque,France,Recherche vegan,,Retraité(e),
12836,59,15,13729.5,915.3,738,4,5,5,455,Champions,France,Sans parfum,,,
12837,173,2,2710.18,1355.09,569,3,2,5,325,Potentiels fidèles,France,Peau sèche,,,
12838,34,10,12216.6,1221.66,593,5,5,5,555,Champions,France,Anti-imperfections,35-44 ans,,
12839,3,26,18103.82,696.3007692307692,733,5,5,5,555,Champions,France,Anti-imperfections,,,
12840,144,7,5854.94,836.42,674,3,5,5,355,Fidèles,France,,25-34 ans,Jeune actif en solo,
12841,5,40,23883.0,597.075,519,5,5,5,555,Champions,France,,,Sans enfants,
12842,70,4,1652.32,413.08,738,4,4,5,445,Champions,France,,,,
12843,66,29,6895.6,237.7793103448276,727,4,5,5,455,Champions,France,,,Jeune actif en solo,Zone rurale
12844,29,4,3507.6400000000003,876.9100000000001,594,5,4,5,545,Champions,France,,18-24 ans,,Périurbain
12845,267,4,695.08,173.77,290,3,4,5,345,Fidèles,France,,,,
12846,682,1,2.54,2.54,682,1,1,1,111,Perdus,,,,,
12847,22,2,4059.64,2029.82,388,5,2,5,525,Nouveaux prometteurs,France,Peau sensible,25-34 ans,,
12848,676,1,385.84,385.84,676,1,1,4,114,Hibernants,France,Peau sensible,25-34 ans,,
12849,31,6,4636.45,772.7416666666667,591,5,4,5,545,Champions,France,Sans parfum,,,
12850,446,1,21.83,21.83,446,2,1,1,211,Hibernants,France,,55 ans et plus,Famille avec adolescents,
12851,97,2,2125.05,1062.525,477,4,2,5,425,Nouveaux prometteurs,France,,,,
